ID,Name,Age,Number1,Number2
108,Name107,35,725788,10
109,Name108,1,936335,5
110,Name109,31,128726,7
111,Name110,35,904081,5
112,Name111,52,196551,4
113,Name112,62,711165,6
114,Name113,11,138015,8
115,Name114,84,242389,7
116,Name115,44,462979,1
117,Name116,80,300085,2
118,Name117,82,323570,9
119,Name118,95,329331,9
120,Name119,62,797177,3
121,Name120,23,328132,6
122,Name121,50,915218,2
123,Name122,68,424231,9
124,Name123,7,218023,10
125,Name124,77,648915,6
126,Name125,38,997337,4
127,Name126,60,114334,4
128,Name127,74,279051,5
129,Name128,39,698344,10
130,Name129,57,746102,9
131,Name130,34,27811,7
132,Name131,5,774054,7
133,Name132,14,53141,10
134,Name133,29,271184,7
135,Name134,73,895770,6
136,Name135,8,256882,1
137,Name136,39,194394,7
138,Name137,2,915151,9
139,Name138,66,591919,2
140,Name139,37,157670,1
141,Name140,12,153722,2
142,Name141,97,394399,6
143,Name142,71,626457,6
144,Name143,86,68053,7
145,Name144,21,921925,4
146,Name145,50,823487,1
147,Name146,98,548691,5
148,Name147,74,157102,1
149,Name148,14,873756,3
150,Name149,13,602297,8
151,Name150,19,771706,3
152,Name151,70,685126,6
153,Name152,84,755416,8
154,Name153,99,260768,3
155,Name154,93,433520,6
156,Name155,33,606123,9
157,Name156,97,263889,7
158,Name157,87,575638,7
159,Name158,36,625377,4
160,Name159,4,264127,4
161,Name160,90,445903,2
162,Name161,56,540064,1
163,Name162,46,238032,8
164,Name163,34,674764,10
165,Name164,72,119734,6
166,Name165,77,373183,3
167,Name166,81,427271,5
168,Name167,95,420907,5
169,Name168,38,143262,9
170,Name169,35,856868,8
171,Name170,73,971228,8
172,Name171,79,125431,8
173,Name172,8,263197,1
174,Name173,47,865334,4
175,Name174,16,437168,9
176,Name175,60,311842,2
177,Name176,24,842659,10
178,Name177,22,475391,7
179,Name178,78,412932,1
180,Name179,48,308830,10
181,Name180,64,70920,4
182,Name181,9,107979,5
183,Name182,5,109229,7
184,Name183,29,693089,1
185,Name184,84,925083,9
186,Name185,34,216747,9
187,Name186,55,227665,2
188,Name187,24,763938,7
189,Name188,86,886968,1
190,Name189,8,668967,3
191,Name190,33,218917,1
192,Name191,17,962172,2
193,Name192,31,313367,5
194,Name193,49,930655,7
195,Name194,30,597348,4
196,Name195,35,528777,10
197,Name196,2,340794,1
198,Name197,8,720806,3
199,Name198,30,546708,10
200,Name199,4,717157,2
201,Name200,8,44846,1
202,Name201,85,975884,9
203,Name202,85,946277,8
204,Name203,98,330661,10
205,Name204,26,877599,7
206,Name205,25,106112,8
207,Name206,55,161369,2
208,Name207,41,731716,7
209,Name208,92,353772,3
210,Name209,49,66483,2
211,Name210,40,818653,1
212,Name211,9,627447,5
213,Name212,48,673473,6
214,Name213,66,359823,9
215,Name214,33,836953,4
216,Name215,47,381112,1
217,Name216,72,321889,9
218,Name217,59,413437,5
219,Name218,80,430217,3
220,Name219,84,987520,8
221,Name220,56,466682,3
222,Name221,88,103578,6
223,Name222,55,158329,1
224,Name223,50,728526,9
225,Name224,51,575512,7
226,Name225,72,38317,2
227,Name226,10,79764,1
228,Name227,3,119968,7
229,Name228,29,366930,4
230,Name229,17,742231,3
231,Name230,33,868491,7
232,Name231,40,18126,7
233,Name232,91,283841,3
234,Name233,7,945302,5
235,Name234,58,712203,6
236,Name235,9,273402,3
237,Name236,75,377614,3
238,Name237,50,140014,5
239,Name238,46,55805,4
240,Name239,37,134972,6
241,Name240,90,146675,8
242,Name241,78,399517,7
243,Name242,86,480973,2
244,Name243,48,100097,4
245,Name244,95,297418,8
246,Name245,85,821896,3
247,Name246,11,735867,4
248,Name247,14,921597,3
249,Name248,24,485016,6
250,Name249,99,159434,7
251,Name250,62,532711,6
252,Name251,33,30759,9
253,Name252,78,955872,3
254,Name253,34,518393,10
255,Name254,98,88510,3
256,Name255,60,527629,4
257,Name256,84,602322,3
258,Name257,30,872215,6
259,Name258,24,123415,4
260,Name259,83,206203,6
261,Name260,18,550482,6
262,Name261,72,565475,10
263,Name262,29,514093,4
264,Name263,23,433342,1
265,Name264,99,285999,9
266,Name265,77,766067,8
267,Name266,33,801353,10
268,Name267,18,505984,1
269,Name268,30,303172,10
270,Name269,22,248975,1
271,Name270,12,992895,5
272,Name271,35,338267,10
273,Name272,49,504142,9
274,Name273,11,578281,7
275,Name274,95,840494,8
276,Name275,31,627228,1
277,Name276,9,985791,5
278,Name277,30,531338,8
279,Name278,64,292838,2
280,Name279,3,956626,1
281,Name280,95,622499,1
282,Name281,68,991481,10
283,Name282,16,646723,7
284,Name283,71,438251,9
285,Name284,50,598848,1
286,Name285,27,460583,8
287,Name286,14,547351,10
288,Name287,41,673031,1
289,Name288,39,908815,9
290,Name289,66,680600,10
291,Name290,82,293967,5
292,Name291,45,160175,3
293,Name292,94,151605,7
294,Name293,43,448894,5
295,Name294,76,470172,2
296,Name295,88,302869,2
297,Name296,57,329680,8
298,Name297,49,206417,7
299,Name298,5,301850,1
300,Name299,31,225280,2
301,Name300,18,206328,5
302,Name301,63,306711,8
303,Name302,49,349151,2
304,Name303,66,886882,6
305,Name304,14,78050,6
306,Name305,70,140901,9
307,Name306,71,914372,1
308,Name307,39,358447,5
309,Name308,42,200964,6
310,Name309,62,5164,5
311,Name310,51,990467,3
312,Name311,95,887334,2
313,Name312,55,864566,4
314,Name313,60,880373,4
315,Name314,81,355638,7
316,Name315,63,803657,10
317,Name316,23,189086,3
318,Name317,21,100873,2
319,Name318,3,171772,3
320,Name319,50,238456,8
321,Name320,82,598622,5
322,Name321,86,449957,10
323,Name322,28,744988,4
324,Name323,50,108892,7
325,Name324,63,223014,3
326,Name325,39,178036,3
327,Name326,55,546070,7
328,Name327,68,873554,1
329,Name328,53,441002,5
330,Name329,93,162851,5
331,Name330,1,342477,9
332,Name331,67,424905,9
333,Name332,6,737792,10
334,Name333,20,884932,9
335,Name334,44,665348,6
336,Name335,19,971100,8
337,Name336,84,721215,3
338,Name337,66,362332,6
339,Name338,87,529577,10
340,Name339,48,637931,9
341,Name340,90,308689,10
342,Name341,79,215682,4
343,Name342,43,638458,6
344,Name343,49,890860,3
345,Name344,70,181893,9
346,Name345,7,568899,10
347,Name346,68,288056,8
348,Name347,47,554281,7
349,Name348,55,40639,10
350,Name349,99,628451,6
351,Name350,61,617204,5
352,Name351,58,461356,1
353,Name352,72,58592,4
354,Name353,59,611163,3
355,Name354,40,640313,4
356,Name355,3,402649,6
357,Name356,89,543878,9
358,Name357,63,836899,9
359,Name358,40,696116,9
360,Name359,54,610064,2
361,Name360,9,319202,2
362,Name361,52,542615,8
363,Name362,54,15077,7
364,Name363,45,983630,5
365,Name364,96,403235,5
366,Name365,40,989342,10
367,Name366,48,808138,1
368,Name367,24,169916,1
369,Name368,54,655017,5
370,Name369,75,637126,1
371,Name370,20,553067,2
372,Name371,41,318105,6
373,Name372,92,876872,1
374,Name373,32,729374,7
375,Name374,41,126661,1
376,Name375,58,107347,4
377,Name376,2,357443,1
378,Name377,7,120887,8
379,Name378,72,801593,7
380,Name379,44,200486,10
381,Name380,89,57016,2
382,Name381,23,31777,2
383,Name382,88,352336,7
384,Name383,78,62280,8
385,Name384,19,528333,4
386,Name385,47,981255,3
387,Name386,63,8660,5
388,Name387,84,714365,5
389,Name388,30,80589,1
390,Name389,20,347488,3
391,Name390,17,528500,10
392,Name391,74,419975,9
393,Name392,52,17687,5
394,Name393,9,428461,10
395,Name394,69,579310,3
396,Name395,65,255374,3
397,Name396,7,170010,8
398,Name397,58,445011,9
399,Name398,58,303608,9
400,Name399,10,538898,6
401,Name400,51,996269,5
402,Name401,1,557563,10
403,Name402,82,743792,6
404,Name403,49,152059,4
405,Name404,72,602666,7
406,Name405,13,120604,9
407,Name406,51,630789,7
408,Name407,6,726884,1
409,Name408,41,36552,3
410,Name409,77,248831,10
411,Name410,33,814182,7
412,Name411,22,378228,4
413,Name412,81,922258,3
414,Name413,33,346584,3
415,Name414,43,669523,5
416,Name415,70,39245,2
417,Name416,33,448724,4
418,Name417,65,381798,9
419,Name418,11,679250,9
420,Name419,91,512069,6
421,Name420,76,622209,10
422,Name421,68,862274,2
423,Name422,26,954982,3
424,Name423,35,331397,9
425,Name424,48,883447,6
426,Name425,52,390007,7
427,Name426,82,707026,1
428,Name427,45,484346,8
429,Name428,17,613667,7
430,Name429,80,325709,4
431,Name430,36,278328,1
432,Name431,47,327975,10
433,Name432,99,455045,6
434,Name433,64,822003,1
435,Name434,94,104854,3
436,Name435,63,872967,8
437,Name436,75,374791,4
438,Name437,97,235455,3
439,Name438,79,392912,7
440,Name439,98,248849,7
441,Name440,49,816145,7
442,Name441,97,758588,9
443,Name442,9,263215,2
444,Name443,42,429301,5
445,Name444,75,767368,10
446,Name445,66,10155,5
447,Name446,31,623058,6
448,Name447,20,442010,7
449,Name448,35,682260,7
450,Name449,63,53223,6
451,Name450,89,512479,1
452,Name451,70,889532,7
453,Name452,71,528534,3
454,Name453,86,104937,5
455,Name454,1,169540,1
456,Name455,25,388610,2
457,Name456,40,650625,1
458,Name457,75,653468,4
459,Name458,75,750643,7
460,Name459,24,580997,5
461,Name460,75,519016,3
462,Name461,62,579007,5
463,Name462,49,191727,2
464,Name463,57,67677,5
465,Name464,23,611938,9
466,Name465,22,343594,7
467,Name466,65,323729,3
468,Name467,29,205756,7
469,Name468,98,802548,4
470,Name469,94,865294,4
471,Name470,35,152365,1
472,Name471,78,673361,3
473,Name472,63,838830,2
474,Name473,35,173895,2
475,Name474,95,108275,7
476,Name475,82,746480,3
477,Name476,29,989132,7
478,Name477,86,772688,3
479,Name478,57,842249,8
480,Name479,29,949167,7
481,Name480,30,493753,6
482,Name481,82,31477,4
483,Name482,87,564670,1
484,Name483,92,312542,7
485,Name484,89,5635,8
486,Name485,60,8350,3
487,Name486,35,543566,7
488,Name487,44,532706,7
489,Name488,1,505934,1
490,Name489,11,308959,3
491,Name490,22,655573,10
492,Name491,69,728083,1
493,Name492,87,356498,6
494,Name493,33,608565,9
495,Name494,4,17481,7
496,Name495,48,694021,8
497,Name496,33,865284,4
498,Name497,73,131320,4
499,Name498,45,145104,3
500,Name499,84,318724,3
501,Name500,95,389349,4
502,Name501,88,728796,8
503,Name502,37,897317,8
504,Name503,95,244335,8
505,Name504,38,542186,1
506,Name505,5,99602,1
507,Name506,46,763603,4
508,Name507,45,190589,3
509,Name508,35,219809,5
510,Name509,72,373876,3
511,Name510,77,573061,3
512,Name511,17,748575,6
513,Name512,8,404201,1
514,Name513,7,707966,6
515,Name514,42,618391,8
516,Name515,88,904831,8
517,Name516,33,208752,7
518,Name517,70,922697,2
519,Name518,94,602794,2
520,Name519,46,816483,10
521,Name520,47,213573,8
522,Name521,19,311233,9
523,Name522,23,682914,9
524,Name523,42,597703,1
525,Name524,33,826723,1
526,Name525,86,982526,4
527,Name526,71,94613,5
528,Name527,87,404177,10
529,Name528,17,891834,3
530,Name529,28,823822,4
531,Name530,44,360983,1
532,Name531,69,179849,10
533,Name532,81,905971,2
534,Name533,74,374724,1
535,Name534,28,700797,2
536,Name535,82,182279,10
537,Name536,29,777879,7
538,Name537,86,132705,9
539,Name538,41,928249,2
540,Name539,65,739361,3
541,Name540,52,535698,10
542,Name541,97,168718,7
543,Name542,23,409900,2
544,Name543,47,417063,9
545,Name544,4,867425,1
546,Name545,51,387017,9
547,Name546,54,723987,3
548,Name547,75,164966,2
549,Name548,46,537038,1
550,Name549,21,923619,8
551,Name550,37,996698,4
552,Name551,40,275244,5
553,Name552,87,399750,4
554,Name553,40,474384,2
555,Name554,9,709298,10
556,Name555,27,945802,6
557,Name556,94,582103,1
558,Name557,75,911085,3
559,Name558,26,971583,4
560,Name559,59,698927,6
561,Name560,91,57131,9
562,Name561,67,155761,10
563,Name562,96,94413,7
564,Name563,92,72422,7
565,Name564,13,136127,8
566,Name565,10,470249,8
567,Name566,88,37663,3
568,Name567,81,279461,7
569,Name568,55,462743,5
570,Name569,4,542299,4
571,Name570,37,411576,4
572,Name571,86,620719,2
573,Name572,17,212941,3
574,Name573,4,204923,2
575,Name574,25,983788,5
576,Name575,66,148429,10
577,Name576,11,109120,1
578,Name577,95,25960,2
579,Name578,3,829118,2
580,Name579,27,409683,2
581,Name580,70,764879,9
582,Name581,87,894879,5
583,Name582,67,485231,4
584,Name583,90,309320,10
585,Name584,23,155177,1
586,Name585,11,710057,6
587,Name586,1,791734,10
588,Name587,49,478658,6
589,Name588,20,558894,3
590,Name589,69,97610,8
591,Name590,76,825096,1
592,Name591,85,899982,9
593,Name592,7,755112,5
594,Name593,30,27020,10
595,Name594,45,894949,3
596,Name595,81,954668,6
597,Name596,53,860476,10
598,Name597,48,293948,9
599,Name598,71,881171,1
600,Name599,61,614151,6
601,Name600,44,782669,5
602,Name601,82,721547,2
603,Name602,97,82280,3
604,Name603,47,351531,9
605,Name604,15,62521,1
606,Name605,65,734690,8
607,Name606,85,570618,5
608,Name607,67,63885,4
609,Name608,86,836119,3
610,Name609,28,587542,6
611,Name610,77,282294,1
612,Name611,86,943136,3
613,Name612,96,18045,8
614,Name613,15,975098,10
615,Name614,36,844684,8
616,Name615,39,818011,5
617,Name616,44,508408,7
618,Name617,6,616122,4
619,Name618,31,998998,9
620,Name619,99,437343,4
621,Name620,9,830613,6
622,Name621,67,328820,3
623,Name622,96,339463,3
624,Name623,7,213933,5
625,Name624,49,118814,2
626,Name625,28,548033,8
627,Name626,8,895429,10
628,Name627,72,437652,2
629,Name628,49,757683,10
630,Name629,81,526864,10
631,Name630,51,305474,2
632,Name631,76,536433,4
633,Name632,54,46677,10
634,Name633,80,942318,7
635,Name634,78,129885,8
636,Name635,10,468385,4
637,Name636,14,721921,10
638,Name637,41,950368,10
639,Name638,93,241994,1
640,Name639,16,51947,8
641,Name640,57,736681,8
642,Name641,83,680195,3
643,Name642,91,939616,10
644,Name643,86,618473,7
645,Name644,26,156705,9
646,Name645,73,550883,5
647,Name646,44,399015,4
648,Name647,55,588382,9
649,Name648,8,27849,9
650,Name649,53,175208,8
651,Name650,12,24927,9
652,Name651,31,419994,7
653,Name652,57,368704,2
654,Name653,67,915315,7
655,Name654,30,602273,7
656,Name655,62,500614,1
657,Name656,96,177144,9
658,Name657,37,985692,7
659,Name658,9,664577,9
660,Name659,60,522857,3
661,Name660,70,519872,4
662,Name661,60,708203,5
663,Name662,91,645398,5
664,Name663,26,59998,8
665,Name664,29,817411,7
666,Name665,55,859333,7
667,Name666,54,474665,1
668,Name667,5,219963,4
669,Name668,85,878442,3
670,Name669,77,819914,3
671,Name670,16,440967,8
672,Name671,24,292720,5
673,Name672,98,335788,5
674,Name673,57,995908,10
675,Name674,74,48997,10
676,Name675,22,639568,10
677,Name676,5,124791,6
678,Name677,82,958927,9
679,Name678,63,489290,10
680,Name679,68,574921,9
681,Name680,38,345531,7
682,Name681,3,701156,9
683,Name682,20,253047,4
684,Name683,82,901709,8
685,Name684,53,831897,8
686,Name685,76,785030,8
687,Name686,63,1226,4
688,Name687,16,2854,6
689,Name688,30,452512,8
690,Name689,61,309862,1
691,Name690,57,150342,7
692,Name691,47,576312,4
693,Name692,83,696032,6
694,Name693,90,904532,9
695,Name694,40,642663,1
696,Name695,63,939849,7
697,Name696,94,747261,4
698,Name697,30,744781,4
699,Name698,78,345506,5
700,Name699,36,708284,5
701,Name700,24,634740,3
702,Name701,73,60341,10
703,Name702,95,77551,5
704,Name703,31,392582,10
705,Name704,34,793372,6
706,Name705,47,865554,1
707,Name706,85,647851,10
708,Name707,83,812240,7
709,Name708,60,402269,2
710,Name709,88,399082,8
711,Name710,95,244861,10
712,Name711,65,819903,3
713,Name712,23,580194,5
714,Name713,65,288854,5
715,Name714,11,81665,3
716,Name715,71,881642,9
717,Name716,43,275779,9
718,Name717,75,618894,6
719,Name718,88,843369,3
720,Name719,54,378475,6
721,Name720,47,689792,8
722,Name721,63,696218,9
723,Name722,50,495281,3
724,Name723,75,389457,9
725,Name724,25,922439,9
726,Name725,2,162145,8
727,Name726,35,509514,10
728,Name727,23,194473,6
729,Name728,44,227078,7
730,Name729,26,699518,3
731,Name730,82,626345,4
732,Name731,83,920295,1
733,Name732,77,490532,8
734,Name733,38,862238,1
735,Name734,96,977603,4
736,Name735,4,206897,2
737,Name736,24,687278,6
738,Name737,25,242577,2
739,Name738,16,207301,3
740,Name739,82,472002,8
741,Name740,16,244715,4
742,Name741,22,180823,6
743,Name742,66,193491,3
744,Name743,76,505061,8
745,Name744,82,900464,3
746,Name745,5,734206,1
747,Name746,78,533575,6
748,Name747,90,447836,8
749,Name748,41,426971,2
750,Name749,51,258167,8
751,Name750,23,999766,1
752,Name751,99,308398,9
753,Name752,44,217316,8
754,Name753,81,213026,4
755,Name754,90,375124,1
756,Name755,99,261593,5
757,Name756,38,473752,2
758,Name757,77,549727,10
759,Name758,70,704160,10
760,Name759,50,629366,10
761,Name760,65,626131,6
762,Name761,84,731005,7
763,Name762,25,917545,1
764,Name763,92,257694,9
765,Name764,9,251591,6
766,Name765,42,786495,1
767,Name766,65,844398,7
768,Name767,86,322699,5
769,Name768,50,224836,4
770,Name769,2,604030,5
771,Name770,96,676250,10
772,Name771,92,28011,1
773,Name772,79,43609,8
774,Name773,55,875938,10
775,Name774,73,213657,7
776,Name775,4,77033,10
777,Name776,70,754800,7
778,Name777,4,371420,1
779,Name778,21,360101,8
780,Name779,19,202813,4
781,Name780,23,705335,6
782,Name781,25,871283,4
783,Name782,95,39027,8
784,Name783,62,999219,4
785,Name784,37,488652,7
786,Name785,81,577474,9
787,Name786,89,527531,2
788,Name787,52,64301,4
789,Name788,36,277183,8
790,Name789,37,201866,4
791,Name790,29,487309,3
792,Name791,50,610986,4
793,Name792,51,177530,6
794,Name793,80,130586,10
795,Name794,72,940938,10
796,Name795,53,745887,7
797,Name796,59,259022,6
798,Name797,67,340458,3
799,Name798,55,742283,8
800,Name799,42,297656,6
801,Name800,89,450121,1
802,Name801,6,598664,5
803,Name802,8,990922,1
804,Name803,27,946674,3
805,Name804,15,6554,5
806,Name805,59,945988,1
807,Name806,22,184301,9
808,Name807,10,340724,9
809,Name808,7,159103,2
810,Name809,91,14123,9
811,Name810,2,358170,6
812,Name811,49,573040,3
813,Name812,82,552297,4
814,Name813,5,426742,7
815,Name814,22,491819,3
816,Name815,8,118807,2
817,Name816,30,444026,2
818,Name817,51,131999,4
819,Name818,45,878979,4
820,Name819,96,206375,3
821,Name820,80,715321,3
822,Name821,9,64349,2
823,Name822,74,719663,2
824,Name823,25,53543,8
825,Name824,83,978724,5
826,Name825,25,474997,10
827,Name826,66,542505,2
828,Name827,9,59432,4
829,Name828,21,308926,2
830,Name829,13,592100,2
831,Name830,5,513337,6
832,Name831,17,826228,9
833,Name832,38,63690,1
834,Name833,42,708136,7
835,Name834,78,34847,9
836,Name835,81,349741,7
837,Name836,97,468051,10
838,Name837,94,943013,5
839,Name838,70,78561,7
840,Name839,62,412871,3
841,Name840,47,969850,1
842,Name841,84,337012,9
843,Name842,15,603262,10
844,Name843,97,477023,1
845,Name844,40,373097,3
846,Name845,10,877867,8
847,Name846,92,411315,5
848,Name847,36,347658,9
849,Name848,87,451027,10
850,Name849,35,673976,6
851,Name850,8,689408,8
852,Name851,78,513938,3
853,Name852,49,522817,10
854,Name853,20,160923,9
855,Name854,80,664756,8
856,Name855,5,172471,9
857,Name856,86,927452,4
858,Name857,16,113247,7
859,Name858,28,822522,7
860,Name859,67,488390,2
861,Name860,98,311795,6
862,Name861,53,794282,10
863,Name862,2,4790,6
864,Name863,77,570385,2
865,Name864,85,804564,5
866,Name865,87,33425,10
867,Name866,56,903059,9
868,Name867,64,915988,1
869,Name868,12,572927,3
870,Name869,27,440000,7
871,Name870,31,567199,5
872,Name871,93,250811,5
873,Name872,75,718887,5
874,Name873,21,943650,10
875,Name874,53,526655,2
876,Name875,75,693664,10
877,Name876,35,872963,10
878,Name877,43,150116,5
879,Name878,69,322523,5
880,Name879,45,935798,2
881,Name880,39,903863,3
882,Name881,33,190669,3
883,Name882,37,533013,5
884,Name883,29,422169,5
885,Name884,13,648467,6
886,Name885,49,672359,7
887,Name886,51,802115,8
888,Name887,34,471893,5
889,Name888,14,789756,7
890,Name889,85,640749,1
891,Name890,31,169692,1
892,Name891,94,153139,8
893,Name892,48,658223,2
894,Name893,66,342363,2
895,Name894,39,816547,10
896,Name895,49,597737,3
897,Name896,12,788105,8
898,Name897,56,130503,10
899,Name898,99,255951,4
900,Name899,70,536329,6
901,Name900,53,955528,3
902,Name901,61,725862,2
903,Name902,8,651811,5
904,Name903,89,566633,9
905,Name904,91,585281,6
906,Name905,61,509743,7
907,Name906,58,826495,1
908,Name907,78,513891,10
909,Name908,72,701019,3
910,Name909,13,835207,7
911,Name910,45,551797,8
912,Name911,28,986365,5
913,Name912,72,257683,10
914,Name913,37,522475,6
915,Name914,71,629954,10
916,Name915,91,944541,3
917,Name916,82,160505,5
918,Name917,1,566913,7
919,Name918,43,341122,3
920,Name919,5,786468,7
921,Name920,95,145668,5
922,Name921,94,709473,10
923,Name922,32,8758,2
924,Name923,46,435376,3
925,Name924,82,27671,6
926,Name925,60,176774,1
927,Name926,91,112829,5
928,Name927,67,562382,5
929,Name928,50,718618,4
930,Name929,47,956565,8
931,Name930,40,633420,9
932,Name931,72,512348,1
933,Name932,88,705234,2
934,Name933,87,938274,10
935,Name934,89,210164,3
936,Name935,95,415449,8
937,Name936,73,686812,6
938,Name937,61,23751,2
939,Name938,69,243420,1
940,Name939,58,561890,7
941,Name940,8,660697,8
942,Name941,68,133523,10
943,Name942,13,865076,8
944,Name943,28,381194,3
945,Name944,44,581664,9
946,Name945,90,8895,8
947,Name946,99,182872,9
948,Name947,42,170433,3
949,Name948,88,499397,2
950,Name949,92,331836,7
951,Name950,25,753033,10
952,Name951,91,535910,8
953,Name952,40,966869,7
954,Name953,34,806430,9
955,Name954,58,426951,5
956,Name955,91,307032,7
957,Name956,75,550335,7
958,Name957,87,624321,10
959,Name958,43,600113,5
960,Name959,94,737511,9
961,Name960,83,132827,9
962,Name961,21,927629,8
963,Name962,32,207100,3
964,Name963,84,862492,5
965,Name964,91,112526,2
966,Name965,63,865239,10
967,Name966,66,207823,2
968,Name967,82,626375,4
969,Name968,74,261927,10
970,Name969,98,340558,8
971,Name970,10,118139,6
972,Name971,88,874816,7
973,Name972,91,106688,6
974,Name973,45,596782,1
975,Name974,74,232109,5
976,Name975,18,714590,9
977,Name976,14,38187,10
978,Name977,59,806535,3
979,Name978,18,208670,6
980,Name979,50,553384,9
981,Name980,26,328551,1
982,Name981,47,192402,2
983,Name982,97,57585,3
984,Name983,68,873072,2
985,Name984,57,383334,3
986,Name985,94,917953,8
987,Name986,38,561076,7
988,Name987,84,84204,3
989,Name988,61,641071,9
990,Name989,86,549434,3
991,Name990,15,412967,7
992,Name991,80,993482,6
993,Name992,40,414690,6
994,Name993,63,612421,1
995,Name994,2,560491,1
996,Name995,64,755277,7
997,Name996,29,573582,9
998,Name997,21,331754,2
999,Name998,20,48948,5
1000,Name999,18,456809,2
