ID,Name,Age,Number1,Number2
125,Name124,11,233582,4
126,Name125,65,492650,2
127,Name126,9,698032,3
128,Name127,4,363337,1
129,Name128,72,79861,1
130,Name129,65,2621,5
131,Name130,77,500089,4
132,Name131,32,581504,1
133,Name132,73,516045,7
134,Name133,95,172550,2
135,Name134,54,274099,3
136,Name135,89,692667,10
137,Name136,21,37239,10
138,Name137,75,469314,9
139,Name138,75,2873,8
140,Name139,22,898329,1
141,Name140,65,953941,8
142,Name141,35,281961,1
143,Name142,80,482832,4
144,Name143,71,778626,3
145,Name144,8,381115,9
146,Name145,9,388382,2
147,Name146,22,514458,2
148,Name147,81,854973,2
149,Name148,77,660018,8
150,Name149,15,41730,1
151,Name150,29,892566,8
152,Name151,15,727067,5
153,Name152,5,122362,7
154,Name153,48,542919,7
155,Name154,28,233192,9
156,Name155,85,297820,9
157,Name156,84,317265,7
158,Name157,25,3574,7
159,Name158,63,543156,3
160,Name159,89,760103,1
161,Name160,74,217523,1
162,Name161,70,91528,5
163,Name162,93,576302,7
164,Name163,87,314308,4
165,Name164,30,169521,1
166,Name165,99,503674,3
167,Name166,84,834526,5
168,Name167,45,813944,1
169,Name168,40,346036,6
170,Name169,16,588860,9
171,Name170,34,390785,1
172,Name171,8,747052,7
173,Name172,1,977343,7
174,Name173,66,883052,10
175,Name174,4,354679,10
176,Name175,54,48423,8
177,Name176,14,487783,6
178,Name177,98,992480,4
179,Name178,89,635817,9
180,Name179,15,360381,10
181,Name180,85,28295,8
182,Name181,45,265033,6
183,Name182,93,946421,9
184,Name183,73,854632,10
185,Name184,64,428089,4
186,Name185,23,311507,8
187,Name186,58,61945,6
188,Name187,70,738062,9
189,Name188,9,103174,4
190,Name189,16,630204,7
191,Name190,81,944058,4
192,Name191,86,615516,6
193,Name192,71,232654,1
194,Name193,27,174979,8
195,Name194,21,162540,3
196,Name195,45,200834,3
197,Name196,4,971953,5
198,Name197,24,974894,9
199,Name198,91,258028,3
200,Name199,51,632805,2
201,Name200,67,38067,1
202,Name201,28,459547,3
203,Name202,94,654096,4
204,Name203,16,867343,3
205,Name204,68,159252,5
206,Name205,31,991071,8
207,Name206,82,359844,8
208,Name207,96,14269,1
209,Name208,44,717797,4
210,Name209,83,224920,7
211,Name210,89,912956,3
212,Name211,25,389292,10
213,Name212,64,344554,1
214,Name213,8,950431,4
215,Name214,46,173227,4
216,Name215,16,42102,7
217,Name216,9,370595,1
218,Name217,53,129665,9
219,Name218,51,261757,9
220,Name219,44,996443,4
221,Name220,82,199300,7
222,Name221,8,663349,2
223,Name222,80,383673,1
224,Name223,74,107481,6
225,Name224,86,419229,9
226,Name225,18,46213,8
227,Name226,33,622580,9
228,Name227,5,272564,5
229,Name228,31,41601,1
230,Name229,77,498449,7
231,Name230,97,357058,4
232,Name231,66,504269,3
233,Name232,4,346153,2
234,Name233,91,928288,1
235,Name234,30,864241,4
236,Name235,69,729366,6
237,Name236,94,455471,6
238,Name237,53,700840,3
239,Name238,75,590873,1
240,Name239,82,52403,5
241,Name240,26,58279,6
242,Name241,21,536100,4
243,Name242,98,155754,3
244,Name243,67,7257,1
245,Name244,73,383365,10
246,Name245,93,576872,1
247,Name246,10,195443,4
248,Name247,20,227145,7
249,Name248,7,784786,6
250,Name249,24,59875,8
251,Name250,45,985664,9
252,Name251,99,410202,7
253,Name252,6,107897,9
254,Name253,80,223463,6
255,Name254,36,505149,9
256,Name255,48,587955,3
257,Name256,30,939978,1
258,Name257,67,526605,4
259,Name258,29,658119,9
260,Name259,2,66185,4
261,Name260,43,460342,7
262,Name261,42,779478,6
263,Name262,16,725055,5
264,Name263,51,473811,7
265,Name264,94,268934,6
266,Name265,73,485440,6
267,Name266,47,357593,5
268,Name267,5,726584,10
269,Name268,27,685024,7
270,Name269,25,460107,2
271,Name270,51,987931,10
272,Name271,78,405557,4
273,Name272,31,283439,8
274,Name273,15,941607,10
275,Name274,84,880779,8
276,Name275,87,716771,7
277,Name276,70,418017,2
278,Name277,91,96362,10
279,Name278,80,500979,1
280,Name279,46,662151,6
281,Name280,42,954945,3
282,Name281,98,589583,2
283,Name282,27,194188,6
284,Name283,15,246248,3
285,Name284,12,503822,9
286,Name285,30,776653,5
287,Name286,14,136533,4
288,Name287,27,88277,8
289,Name288,67,734811,5
290,Name289,62,380671,1
291,Name290,43,356975,5
292,Name291,65,933011,3
293,Name292,71,848043,10
294,Name293,66,46149,4
295,Name294,66,341297,2
296,Name295,80,759657,8
297,Name296,5,945010,6
298,Name297,85,614632,5
299,Name298,56,42468,9
300,Name299,12,190673,8
301,Name300,53,552153,4
302,Name301,14,918253,2
303,Name302,74,811689,9
304,Name303,84,349003,8
305,Name304,66,475439,8
306,Name305,41,631710,2
307,Name306,44,713531,4
308,Name307,85,994485,4
309,Name308,42,835202,3
310,Name309,1,843444,4
311,Name310,32,514624,5
312,Name311,95,491735,7
313,Name312,31,438184,4
314,Name313,60,133685,9
315,Name314,11,381196,8
316,Name315,16,729429,7
317,Name316,59,212072,1
318,Name317,18,246018,4
319,Name318,65,689980,3
320,Name319,17,838806,3
321,Name320,61,12430,6
322,Name321,36,732713,6
323,Name322,26,290267,10
324,Name323,88,49915,1
325,Name324,52,340460,10
326,Name325,75,107267,6
327,Name326,64,796261,1
328,Name327,40,147268,5
329,Name328,51,300728,8
330,Name329,63,611044,10
331,Name330,70,699761,7
332,Name331,14,714948,2
333,Name332,98,680736,8
334,Name333,83,567865,4
335,Name334,60,701998,7
336,Name335,72,288484,8
337,Name336,28,901221,8
338,Name337,37,808240,6
339,Name338,53,97530,4
340,Name339,68,700907,10
341,Name340,80,169718,2
342,Name341,48,120677,9
343,Name342,13,574110,6
344,Name343,42,2045,8
345,Name344,14,479511,10
346,Name345,70,222609,6
347,Name346,43,364771,7
348,Name347,70,195284,5
349,Name348,22,915717,1
350,Name349,78,530503,1
351,Name350,1,546742,10
352,Name351,26,967510,6
353,Name352,14,12833,4
354,Name353,31,243637,8
355,Name354,56,661864,4
356,Name355,27,776800,7
357,Name356,62,677211,2
358,Name357,34,265361,8
359,Name358,40,359706,6
360,Name359,50,336360,1
361,Name360,58,813196,10
362,Name361,38,360388,9
363,Name362,36,801027,9
364,Name363,8,219344,8
365,Name364,7,765481,2
366,Name365,55,398663,9
367,Name366,46,283083,9
368,Name367,54,841192,2
369,Name368,35,238978,4
370,Name369,6,780022,4
371,Name370,57,861868,2
372,Name371,21,429236,2
373,Name372,10,4555,6
374,Name373,1,793618,8
375,Name374,95,432597,8
376,Name375,71,122162,8
377,Name376,8,216297,3
378,Name377,86,261705,6
379,Name378,14,615915,9
380,Name379,93,140542,7
381,Name380,75,223132,1
382,Name381,9,498948,7
383,Name382,75,525793,10
384,Name383,25,592648,7
385,Name384,73,215203,6
386,Name385,62,569020,2
387,Name386,26,265024,2
388,Name387,59,132297,5
389,Name388,29,981543,5
390,Name389,4,606345,7
391,Name390,84,111508,10
392,Name391,35,314863,8
393,Name392,51,884257,7
394,Name393,51,529956,6
395,Name394,65,830596,10
396,Name395,54,889811,3
397,Name396,96,963230,10
398,Name397,90,559651,3
399,Name398,61,825218,5
400,Name399,12,633644,9
401,Name400,21,302850,5
402,Name401,13,116244,9
403,Name402,44,177345,8
404,Name403,97,645257,8
405,Name404,1,497497,6
406,Name405,15,139109,4
407,Name406,93,290220,8
408,Name407,32,91472,6
409,Name408,71,379436,6
410,Name409,30,965824,5
411,Name410,4,570387,10
412,Name411,42,858418,1
413,Name412,62,623627,3
414,Name413,17,26356,7
415,Name414,66,583257,3
416,Name415,44,224829,4
417,Name416,89,945871,6
418,Name417,14,861196,4
419,Name418,81,666634,9
420,Name419,52,17420,3
421,Name420,20,316351,3
422,Name421,53,884112,4
423,Name422,14,72251,4
424,Name423,15,424141,10
425,Name424,17,592916,1
426,Name425,39,787346,3
427,Name426,16,428150,1
428,Name427,31,13643,7
429,Name428,53,63011,7
430,Name429,4,967171,3
431,Name430,93,329703,3
432,Name431,65,258114,4
433,Name432,87,644704,1
434,Name433,53,736133,7
435,Name434,86,697493,7
436,Name435,68,639701,3
437,Name436,75,509606,10
438,Name437,44,610164,6
439,Name438,93,146158,2
440,Name439,88,734027,3
441,Name440,5,395213,4
442,Name441,30,912292,2
443,Name442,5,468519,8
444,Name443,60,939877,4
445,Name444,57,908642,4
446,Name445,28,508834,4
447,Name446,28,151353,6
448,Name447,56,887426,7
449,Name448,78,649623,9
450,Name449,51,286713,8
451,Name450,93,357194,10
452,Name451,97,474348,1
453,Name452,75,591491,3
454,Name453,39,497956,3
455,Name454,94,845584,6
456,Name455,80,947253,5
457,Name456,59,404085,10
458,Name457,42,627377,2
459,Name458,76,972214,7
460,Name459,63,280848,5
461,Name460,51,996530,7
462,Name461,17,141716,6
463,Name462,37,250814,5
464,Name463,64,793776,7
465,Name464,9,519993,4
466,Name465,24,818300,5
467,Name466,2,980730,8
468,Name467,23,74901,8
469,Name468,36,398328,6
470,Name469,83,847393,1
471,Name470,90,823467,3
472,Name471,96,291375,6
473,Name472,94,338147,4
474,Name473,79,660962,8
475,Name474,7,477888,5
476,Name475,93,388432,2
477,Name476,36,730975,9
478,Name477,67,929493,6
479,Name478,57,247003,3
480,Name479,54,93896,3
481,Name480,26,255179,7
482,Name481,52,171685,5
483,Name482,98,591413,4
484,Name483,84,218669,9
485,Name484,3,283027,4
486,Name485,33,298360,5
487,Name486,15,337664,1
488,Name487,10,564451,7
489,Name488,65,776050,7
490,Name489,52,508587,5
491,Name490,76,709646,5
492,Name491,40,354811,9
493,Name492,48,123247,2
494,Name493,65,92767,2
495,Name494,81,525607,6
496,Name495,95,110479,9
497,Name496,92,928677,1
498,Name497,41,920673,5
499,Name498,10,631071,5
500,Name499,23,41677,1
501,Name500,49,171446,9
502,Name501,54,961907,3
503,Name502,79,948032,8
504,Name503,74,32496,7
505,Name504,9,647540,7
506,Name505,75,662067,3
507,Name506,96,486811,7
508,Name507,5,942419,3
509,Name508,56,425228,8
510,Name509,74,325106,3
511,Name510,85,751764,4
512,Name511,98,226322,6
513,Name512,64,323387,7
514,Name513,14,89350,3
515,Name514,38,757119,3
516,Name515,3,840319,10
517,Name516,33,319886,6
518,Name517,9,66327,8
519,Name518,87,875470,4
520,Name519,78,593855,4
521,Name520,23,966706,10
522,Name521,71,15415,8
523,Name522,27,238056,1
524,Name523,10,520237,8
525,Name524,37,641485,8
526,Name525,32,769189,3
527,Name526,21,453113,5
528,Name527,5,565564,9
529,Name528,9,573089,7
530,Name529,77,281107,8
531,Name530,56,521601,3
532,Name531,40,985632,10
533,Name532,47,333691,3
534,Name533,6,424330,1
535,Name534,6,634730,3
536,Name535,57,584558,5
537,Name536,5,351205,5
538,Name537,97,163677,9
539,Name538,80,16766,9
540,Name539,62,309808,1
541,Name540,55,39011,3
542,Name541,22,369117,4
543,Name542,39,436273,6
544,Name543,69,241401,7
545,Name544,65,262538,4
546,Name545,88,704049,10
547,Name546,99,9762,7
548,Name547,44,27538,3
549,Name548,67,560521,6
550,Name549,49,122985,9
551,Name550,24,941933,9
552,Name551,39,212567,10
553,Name552,50,310386,5
554,Name553,32,5820,7
555,Name554,92,458244,10
556,Name555,11,184196,2
557,Name556,89,768356,10
558,Name557,46,533391,6
559,Name558,91,467180,5
560,Name559,14,541165,2
561,Name560,35,275681,4
562,Name561,18,109024,1
563,Name562,34,69426,4
564,Name563,42,103091,5
565,Name564,21,783484,3
566,Name565,35,67716,4
567,Name566,20,516829,6
568,Name567,67,206058,5
569,Name568,82,905082,1
570,Name569,86,240092,6
571,Name570,70,912945,3
572,Name571,64,277354,5
573,Name572,65,370586,7
574,Name573,54,794470,7
575,Name574,83,214198,9
576,Name575,84,906439,4
577,Name576,50,811399,1
578,Name577,79,611047,3
579,Name578,63,316135,1
580,Name579,48,337866,7
581,Name580,21,285990,6
582,Name581,34,21903,8
583,Name582,65,708157,1
584,Name583,49,597933,8
585,Name584,94,233352,10
586,Name585,38,976550,10
587,Name586,40,604428,7
588,Name587,58,222216,7
589,Name588,41,625963,3
590,Name589,5,351257,2
591,Name590,94,199052,10
592,Name591,7,750993,7
593,Name592,79,149234,1
594,Name593,55,738181,7
595,Name594,79,605129,4
596,Name595,47,126053,3
597,Name596,48,571446,8
598,Name597,24,926740,2
599,Name598,68,733807,7
600,Name599,86,717778,1
601,Name600,54,168800,1
602,Name601,80,373761,9
603,Name602,25,768841,5
604,Name603,83,619332,5
605,Name604,23,775336,9
606,Name605,11,643960,3
607,Name606,18,318906,1
608,Name607,95,243340,7
609,Name608,44,782744,4
610,Name609,96,971344,3
611,Name610,50,332096,3
612,Name611,8,557221,3
613,Name612,50,567965,9
614,Name613,52,76678,7
615,Name614,15,69116,4
616,Name615,32,889762,10
617,Name616,46,358091,6
618,Name617,24,342808,2
619,Name618,33,1702,1
620,Name619,84,267752,10
621,Name620,80,146171,5
622,Name621,98,939391,5
623,Name622,79,132113,10
624,Name623,16,689524,2
625,Name624,65,122155,8
626,Name625,85,558205,4
627,Name626,92,524290,10
628,Name627,15,343613,10
629,Name628,36,995637,1
630,Name629,94,124567,6
631,Name630,23,282938,3
632,Name631,75,559355,6
633,Name632,39,440178,10
634,Name633,18,137148,1
635,Name634,9,220844,9
636,Name635,33,565576,5
637,Name636,1,419004,2
638,Name637,23,141945,3
639,Name638,39,170459,8
640,Name639,93,313792,10
641,Name640,15,669719,10
642,Name641,72,592962,8
643,Name642,7,579232,5
644,Name643,69,673543,4
645,Name644,92,48063,3
646,Name645,61,988654,5
647,Name646,39,989710,10
648,Name647,1,289255,10
649,Name648,26,510619,10
650,Name649,76,701492,9
651,Name650,46,229892,6
652,Name651,16,371105,10
653,Name652,80,918742,8
654,Name653,71,805881,3
655,Name654,12,180723,8
656,Name655,67,16766,3
657,Name656,89,309628,9
658,Name657,30,787021,10
659,Name658,99,932122,3
660,Name659,94,885915,3
661,Name660,91,824497,1
662,Name661,54,888664,9
663,Name662,22,346778,5
664,Name663,62,951707,4
665,Name664,69,841739,10
666,Name665,4,88930,3
667,Name666,4,478281,5
668,Name667,89,271719,3
669,Name668,9,616705,1
670,Name669,14,434670,7
671,Name670,40,693254,2
672,Name671,34,20659,1
673,Name672,83,866941,3
674,Name673,49,548849,10
675,Name674,45,906793,5
676,Name675,30,741339,2
677,Name676,96,922104,9
678,Name677,81,567375,7
679,Name678,14,688527,2
680,Name679,54,271742,6
681,Name680,80,325690,9
682,Name681,92,108444,4
683,Name682,47,569817,3
684,Name683,90,291139,3
685,Name684,61,947126,8
686,Name685,10,723194,9
687,Name686,60,587021,4
688,Name687,95,216421,3
689,Name688,37,705821,6
690,Name689,17,216777,10
691,Name690,87,734695,7
692,Name691,80,46320,1
693,Name692,20,357946,2
694,Name693,14,575522,2
695,Name694,58,867393,6
696,Name695,72,36703,1
697,Name696,62,31786,10
698,Name697,83,322903,4
699,Name698,85,53900,6
700,Name699,35,554340,7
701,Name700,54,456406,7
702,Name701,97,317582,9
703,Name702,14,47288,3
704,Name703,30,695971,1
705,Name704,30,776190,8
706,Name705,61,497229,9
707,Name706,25,853749,4
708,Name707,98,280263,3
709,Name708,46,373660,7
710,Name709,86,621743,4
711,Name710,38,454423,7
712,Name711,6,932041,8
713,Name712,86,400459,8
714,Name713,25,590484,4
715,Name714,97,54075,3
716,Name715,36,685625,6
717,Name716,76,278614,3
718,Name717,99,213963,3
719,Name718,5,903001,5
720,Name719,99,984015,9
721,Name720,97,609029,3
722,Name721,12,470492,7
723,Name722,31,306079,3
724,Name723,12,579498,9
725,Name724,91,516922,4
726,Name725,39,700110,1
727,Name726,1,242441,3
728,Name727,99,843441,3
729,Name728,36,481815,6
730,Name729,94,497781,5
731,Name730,84,256726,2
732,Name731,43,386006,10
733,Name732,63,691671,9
734,Name733,73,414976,3
735,Name734,44,481476,6
736,Name735,95,734431,7
737,Name736,17,418669,2
738,Name737,22,149300,2
739,Name738,32,237040,1
740,Name739,78,574457,9
741,Name740,84,384211,6
742,Name741,89,731760,6
743,Name742,26,691032,1
744,Name743,12,49666,8
745,Name744,90,559447,5
746,Name745,34,377896,9
747,Name746,71,890038,1
748,Name747,65,449236,8
749,Name748,77,255880,9
750,Name749,80,428259,7
751,Name750,86,862580,1
752,Name751,87,332361,3
753,Name752,52,957074,9
754,Name753,95,446039,10
755,Name754,45,447305,4
756,Name755,91,80577,9
757,Name756,73,570892,10
758,Name757,47,818326,6
759,Name758,73,748408,4
760,Name759,99,795579,6
761,Name760,55,502575,3
762,Name761,48,80584,9
763,Name762,74,21770,5
764,Name763,25,831194,7
765,Name764,22,957824,7
766,Name765,53,445029,5
767,Name766,98,163154,4
768,Name767,68,724197,3
769,Name768,66,967721,2
770,Name769,99,331962,3
771,Name770,72,487600,7
772,Name771,94,959329,7
773,Name772,96,7299,4
774,Name773,3,286876,7
775,Name774,70,233491,8
776,Name775,97,683898,9
777,Name776,55,394840,6
778,Name777,36,400511,2
779,Name778,91,595725,9
780,Name779,38,823986,1
781,Name780,9,413451,7
782,Name781,25,528076,4
783,Name782,23,549788,6
784,Name783,9,165881,7
785,Name784,13,551266,8
786,Name785,41,182896,8
787,Name786,20,618810,1
788,Name787,7,480335,7
789,Name788,54,830086,5
790,Name789,70,398306,9
791,Name790,42,400823,6
792,Name791,24,95250,3
793,Name792,46,305684,4
794,Name793,3,578879,6
795,Name794,73,433188,7
796,Name795,62,505900,1
797,Name796,17,455517,8
798,Name797,29,360471,10
799,Name798,87,36668,6
800,Name799,91,177681,2
801,Name800,43,745204,7
802,Name801,34,722426,7
803,Name802,55,896512,10
804,Name803,56,66853,8
805,Name804,34,953907,5
806,Name805,27,20031,7
807,Name806,2,589963,7
808,Name807,34,596179,9
809,Name808,81,793544,2
810,Name809,24,139932,2
811,Name810,53,160202,1
812,Name811,55,675110,1
813,Name812,25,605515,4
814,Name813,42,942954,5
815,Name814,55,737709,2
816,Name815,34,511312,8
817,Name816,40,251502,4
818,Name817,17,10350,9
819,Name818,15,268503,2
820,Name819,86,943007,6
821,Name820,26,607557,10
822,Name821,50,401154,2
823,Name822,5,610912,10
824,Name823,53,313291,5
825,Name824,51,612452,3
826,Name825,43,181532,9
827,Name826,82,847661,4
828,Name827,51,638897,10
829,Name828,2,126167,2
830,Name829,11,176669,4
831,Name830,46,60713,7
832,Name831,28,91358,9
833,Name832,47,234362,6
834,Name833,96,34609,9
835,Name834,8,548981,1
836,Name835,52,194064,7
837,Name836,83,930080,8
838,Name837,29,239896,1
839,Name838,25,857962,10
840,Name839,32,81138,2
841,Name840,26,700391,9
842,Name841,51,173108,7
843,Name842,80,871420,5
844,Name843,22,297745,1
845,Name844,36,387539,4
846,Name845,89,984502,5
847,Name846,98,786670,3
848,Name847,90,497534,6
849,Name848,28,242585,2
850,Name849,71,625310,9
851,Name850,65,881457,2
852,Name851,20,16078,2
853,Name852,67,896409,1
854,Name853,31,635483,6
855,Name854,25,86066,3
856,Name855,39,930497,1
857,Name856,98,661652,5
858,Name857,73,978379,1
859,Name858,33,534526,10
860,Name859,24,716222,1
861,Name860,3,395736,8
862,Name861,34,257524,4
863,Name862,36,283155,4
864,Name863,74,981824,10
865,Name864,36,243407,4
866,Name865,33,863421,10
867,Name866,38,655382,7
868,Name867,94,593135,5
869,Name868,52,248346,10
870,Name869,49,585629,6
871,Name870,38,42585,8
872,Name871,13,147861,3
873,Name872,63,626967,8
874,Name873,15,731668,8
875,Name874,21,549222,10
876,Name875,91,596297,5
877,Name876,48,496323,1
878,Name877,25,231419,10
879,Name878,17,407087,5
880,Name879,12,303125,4
881,Name880,62,341053,7
882,Name881,32,970571,8
883,Name882,44,521880,6
884,Name883,8,240313,10
885,Name884,85,614161,3
886,Name885,77,1104,9
887,Name886,40,739462,8
888,Name887,25,349102,7
889,Name888,3,668635,10
890,Name889,60,234753,6
891,Name890,52,820655,10
892,Name891,65,992845,5
893,Name892,65,20513,2
894,Name893,7,602020,2
895,Name894,93,474618,10
896,Name895,21,728877,6
897,Name896,12,911085,5
898,Name897,97,112933,1
899,Name898,72,150373,3
900,Name899,58,613205,4
901,Name900,13,686435,9
902,Name901,68,178234,10
903,Name902,56,754923,2
904,Name903,50,524087,1
905,Name904,41,331829,5
906,Name905,74,216723,3
907,Name906,74,326481,3
908,Name907,19,633131,8
909,Name908,14,760738,1
910,Name909,61,60065,8
911,Name910,22,672148,8
912,Name911,23,73066,6
913,Name912,22,480468,3
914,Name913,15,366944,1
915,Name914,76,669576,1
916,Name915,54,283368,10
917,Name916,9,333723,2
918,Name917,38,413290,2
919,Name918,30,970214,10
920,Name919,77,544285,4
921,Name920,1,626474,7
922,Name921,50,817415,10
923,Name922,13,403545,3
924,Name923,48,319051,1
925,Name924,30,886144,7
926,Name925,7,75867,3
927,Name926,82,228527,1
928,Name927,21,918623,6
929,Name928,74,724706,3
930,Name929,11,904553,6
931,Name930,86,842733,9
932,Name931,3,534206,2
933,Name932,38,793738,5
934,Name933,3,564592,5
935,Name934,7,250103,7
936,Name935,65,978792,8
937,Name936,10,94259,6
938,Name937,35,37044,4
939,Name938,76,551591,8
940,Name939,11,751055,7
941,Name940,77,842505,4
942,Name941,37,530651,7
943,Name942,18,985531,10
944,Name943,18,478770,2
945,Name944,34,802632,7
946,Name945,36,22844,8
947,Name946,38,988803,4
948,Name947,36,35783,3
949,Name948,35,436842,5
950,Name949,64,765212,6
951,Name950,89,428248,7
952,Name951,48,58915,9
953,Name952,34,929960,10
954,Name953,37,146691,7
955,Name954,96,209644,6
956,Name955,85,587214,3
957,Name956,5,844633,5
958,Name957,53,663534,7
959,Name958,65,908548,7
960,Name959,15,782468,6
961,Name960,94,560720,3
962,Name961,23,242910,3
963,Name962,38,677635,9
964,Name963,98,193179,7
965,Name964,33,58208,9
966,Name965,31,431406,5
967,Name966,55,449129,5
968,Name967,62,824165,10
969,Name968,32,796038,9
970,Name969,97,449227,6
971,Name970,40,333679,2
972,Name971,77,92734,8
973,Name972,38,980999,5
974,Name973,28,757292,8
975,Name974,99,11294,10
976,Name975,74,138507,5
977,Name976,61,371731,5
978,Name977,28,272485,4
979,Name978,78,482170,5
980,Name979,46,694265,1
981,Name980,8,691179,2
982,Name981,20,665396,7
983,Name982,7,85457,8
984,Name983,24,270458,7
985,Name984,92,694206,3
986,Name985,33,198574,4
987,Name986,19,182970,7
988,Name987,21,335523,1
989,Name988,93,587102,4
990,Name989,57,884406,1
991,Name990,22,945772,8
992,Name991,95,726161,5
993,Name992,93,454330,2
994,Name993,97,420006,1
995,Name994,60,325531,4
996,Name995,22,595292,8
997,Name996,55,782435,10
998,Name997,80,277740,7
999,Name998,15,410666,5
1000,Name999,35,118289,8
1001,Name1000,32,222130,9
1002,Name1001,71,61518,9
1003,Name1002,32,686877,8
1004,Name1003,17,447712,3
1005,Name1004,69,153134,8
1006,Name1005,54,706660,1
1007,Name1006,98,535037,2
1008,Name1007,94,570900,8
1009,Name1008,18,78084,7
1010,Name1009,96,879045,5
1011,Name1010,96,437488,3
1012,Name1011,32,185015,10
1013,Name1012,58,901364,6
1014,Name1013,78,28850,7
1015,Name1014,37,950698,9
1016,Name1015,58,829133,9
1017,Name1016,44,915294,7
1018,Name1017,46,448587,10
1019,Name1018,8,415459,8
1020,Name1019,16,601579,3
1021,Name1020,39,254930,8
1022,Name1021,56,564604,10
1023,Name1022,96,290476,3
1024,Name1023,34,996965,4
1025,Name1024,12,597477,4
1026,Name1025,91,957587,9
1027,Name1026,34,914714,9
1028,Name1027,9,795447,7
1029,Name1028,80,483639,6
1030,Name1029,24,921297,1
1031,Name1030,76,92976,10
1032,Name1031,77,911144,2
1033,Name1032,51,68756,9
1034,Name1033,68,800785,10
1035,Name1034,9,783276,9
1036,Name1035,78,739236,8
1037,Name1036,55,942151,3
1038,Name1037,8,645189,10
1039,Name1038,52,776625,7
1040,Name1039,8,819763,5
1041,Name1040,13,966081,5
1042,Name1041,85,458407,5
1043,Name1042,95,831932,8
1044,Name1043,57,163993,9
1045,Name1044,88,751115,9
1046,Name1045,32,167599,7
1047,Name1046,87,936705,8
1048,Name1047,87,821502,4
1049,Name1048,10,192265,6
1050,Name1049,85,355090,6
1051,Name1050,31,125403,8
1052,Name1051,22,474299,6
1053,Name1052,7,930716,3
1054,Name1053,99,833984,1
1055,Name1054,35,831872,6
1056,Name1055,23,715534,5
1057,Name1056,20,876119,7
1058,Name1057,47,460797,5
1059,Name1058,76,212589,10
1060,Name1059,59,40146,5
1061,Name1060,8,922341,2
1062,Name1061,56,552322,9
1063,Name1062,45,377320,6
1064,Name1063,12,95466,3
